,2_1 - Inside Sales - Sales Insight
Idea,allowCreate=true/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Language_Code__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Lead,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
Legal_Commitment__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Legal_Commitment_to_Opportunity_JUNC__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
NDA_ARM_Cadence_Authorized_Employees__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
NDA_ARM_TRS_Cadence_Authorized_Employees__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
NDA_Agreement_User_Detail__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
NDA_RUNDA_Cadence_Authorized_Employees__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
NDA_RUNDA_Cadence_Employees_Refrigerated__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
NDA_SNPS_Cadence_Authorized_Employees__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
NWR_Assignment_Structure__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Note__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Opportunity,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=true
Opportunity_Snapshot__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Order_Checklist__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Original_System__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Other_Party__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Pricebook2,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Product2,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
ProductGroupConfiguration__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=true/viewAllrecords=true
Product_Attribute__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Product_Class__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Product_Price_Type__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Product_Price__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=true
Product_Recommendation__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Product_Sector_Configuration__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=true
Product_Upgrade__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Quarterly_Revenue_Of_Opportunity__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=true
Quote,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Related_Article__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Release_Incubator_Approvers__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Release_Platform__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Release_Product__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Release__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=true
RenMaint_Account__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
RenMaint_Discount__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
RenMaint_System__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Ren_Support_Term_Summary__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
Royalty__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
SNPS_Employee_Agreement_Relationship__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
SVMXC__Installed_Product__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
SVMXC__RMA_Shipment_Line__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
SVMXC__RMA_Shipment_Order__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
SVMXC__Service_Order_Line__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
SVMXC__Service_Order__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=true/modifyAllRecords=false/viewAllrecords=false
Sales_Organization__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Script__kav,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
ServiceContract,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Solution,allowCreate=true/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
State__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Technical_Engagement__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=true
Temp_Key_Region_OptIn__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
Uplift__c,allowCreate=false/allowRead=true/allowEdit=false/allowDelete=false/modifyAllRecords=false/viewAllrecords=true
echosign_dev1__SIGN_Agreement__c,allowCreate=true/allowRead=true/allowEdit=true/allowDelete=false/modifyAllRecords=false/viewAllrecords=false
